2021-07-17 13:53:05,sdrwydie,Indonesia,b'halo @Telkomsel kenapa jaringan 4Gmu akhir akhir ini ngelag bangett?'
2021-07-17 13:49:40,Telkomsel,Indonesia,"b'@ketakketikketuk Hai, Kak Maya. Maaf ya. Terkait tidak bisa nelpon Call Center 188, sudah coba untuk refresh jaring\xe2\x80\xa6 https://t.co/56mkENSAar'"
2021-07-17 13:45:42,Telkomsel,Indonesia,"b'@thenhibee Hai, Kak. Maaf ya. Terkait internet lambat, sudah coba untuk refresh jaringan dengan cara On/Off Airplan\xe2\x80\xa6 https://t.co/5K28EwWRzC'"
2021-07-17 13:44:51,BSLestari,"Badung, Bali","b'RT @indrianvoice: @blluepajama Hal : Pengaduan \n\nKepada\nYth. @Telkomsel \nDi tempat\n\nDengan hormat, \nDengan datangnya pengaduan ini saya @in\xe2\x80\xa6'"
2021-07-17 13:27:46,JHK_Official,"Medan Johor, Indonesia","b'Uda PPKM jaringan lu buat ulah juga. Lama-lama ganti provider yang bener. Punya lu menang mahal doang, disebelah ba\xe2\x80\xa6 https://t.co/Y5XXDNWvTK'"
2021-07-17 13:20:09,luckyndru,,b'Udah beberapa hari jaringan internetnya telkomsel sampah banget. Gempar gempor promo tapi jaringannya bangke.'
2021-07-17 13:15:40,indrianvoice,"Sekadau Regency, Indonesia","b'@blluepajama Hal : Pengaduan \n\nKepada\nYth. @Telkomsel \nDi tempat\n\nDengan hormat, \nDengan datangnya pengaduan ini sa\xe2\x80\xa6 https://t.co/r5W046r0Dg'"
2021-07-17 13:04:20,Telkomsel,Indonesia,"b'@iajfatih Hai, Kak Fatih. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/0SIt8r875J'"
2021-07-17 13:02:39,Telkomsel,Indonesia,"b'@ben_sandhi Hai, Kak Ben. Maaf kalau sinyal 4G tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/o79amoZDBQ'"
2021-07-17 12:51:41,KyungKyungsoooo,,b'Percuma kuota @Telkomsel banyak tapi jaringan H+ https://t.co/wALGaNcxIb'
2021-07-17 12:48:55,Telkomsel,Indonesia,"b'@BunkRorie Hai, Kak Bunk. Maaf. Mengenai migrasi dari kartuHalo ke prabayar, belum bisa dilakukan untuk semua nomor\xe2\x80\xa6 https://t.co/MjcfZii6pi'"
2021-07-17 12:37:15,Telkomsel,Indonesia,"b'@ArisSet08 Hai, Kak Aris. Maaf ya. Terkait internet lambat, sudah coba untuk refresh jaringan dengan cara On/Off Ai\xe2\x80\xa6 https://t.co/hdm0IJekrt'"
2021-07-17 12:30:52,Telkomsel,Indonesia,"b'@GregorGeorge_91 Hai, Kak Greg. Maaf kalau sinyalnya hilang\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/RKVna8fEzh'"
2021-07-17 12:19:57,Fey_La,Earth,"b'@Telkomsel Uda min cape aku tuh, bolak balik setel ke airplane mode, sampe bolak balik pindahin jaringan 4G ke 3G nya \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'"
2021-07-17 12:18:54,NandoSTR,Earth,b'Jaringan telkomsel disini kayak keong'
2021-07-17 12:17:02,minosyahmadi,"Simalungun, Sumatera Utara",b'RT @Telkomsel: Ini dia fakta-fakta tentang 5G yang wajib kamu tahu! Pastinya jaringan Telkomsel 5G ini yang bakal bawa sesuatu dari masa de\xe2\x80\xa6'
2021-07-17 12:16:53,Telkomsel,Indonesia,b'Ini dia fakta-fakta tentang 5G yang wajib kamu tahu! Pastinya jaringan Telkomsel 5G ini yang bakal bawa sesuatu dar\xe2\x80\xa6 https://t.co/tIp4HJMvJo'
2021-07-17 12:10:51,Telkomsel,Indonesia,"b'@muhaiminovic Hai, Kak Muhaiminovic. Maaf kalau tdk ada sinyal 4G dan belum terima kode otp. Udah Refresh Jaringan\xe2\x80\xa6 https://t.co/kCnZhnQISJ'"
2021-07-17 12:00:02,Telkomsel,Indonesia,"b'@FRucmana Hai, Kak Fahendra. Maaf ya, untuk keluhan tidak bisa login aplikasi Mobile Banking, sudah coba untuk refr\xe2\x80\xa6 https://t.co/yUQS8gucdW'"
2021-07-17 11:53:34,Rbesar___,indonesia,"b'RT @vidio: @Rbesar___ Hai kak, pengguna jaringan Telkomsel gratis mengakses tayangan Olimpiade Tokyo ya di aplikasi Vidio \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'"
2021-07-17 11:53:13,vidio,Indonesia,"b'@Rbesar___ Hai kak, pengguna jaringan Telkomsel gratis mengakses tayangan Olimpiade Tokyo ya di aplikasi Vidio \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'"
2021-07-17 11:39:10,wberryka,,b'117GB Kuota TRI Hanya 120K \xf0\x9f\x94\xa5\n\naktif 30 hari\n- 17GB All Jaringan\n- 40GB Kuota Weekend\n- 60GB Pada Jam 01.00 - 17.00\xe2\x80\xa6 https://t.co/ETApGmmszJ'
2021-07-17 11:30:46,vidio,Indonesia,b'Tim Archery &amp; Shooting Indonesia untuk Olimpiade Tokyo \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nIni dia pahlawan Indonesia untuk cabang Archery &amp; Shooti\xe2\x80\xa6 https://t.co/dNSUleltFJ'
2021-07-17 11:13:43,Yutaofficialtwt,eroda,b'YANG PAKE TELKOMSEL. JARINGAN KALIAN ILANG GAK?'
2021-07-17 11:04:55,Lisa2703Love,,"b'RT @byu_id: Jadi sultan pake by.U aja! Bebas pilih nomor dan kuota semaumu, internetan byUbas kapan aja karena pake jaringan Telkomsel~\n\nYu\xe2\x80\xa6'"
2021-07-17 10:38:11,Telkomsel,Indonesia,"b'@IAAfnitamal Hai, Kak Afnitamal. Maaf ya. Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/c9rzZD95ua'"
2021-07-17 10:32:26,Telkomsel,Indonesia,"b'@KyungKyungsoooo Hai, Kak Kyung. Maaf kalau sinyalnya lemah\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/E4RBbcoFN4'"
2021-07-17 10:17:23,Telkomsel,Indonesia,"b'@woorixiaojun Hai, Kak. Maaf ya :( perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/3MXb2sZyR1'"
2021-07-17 10:06:06,pasaktenda_,,"b'@Telkomsel min, ini kok setiap saya beli paket pasti jaringan whatsappnya jelek banget, padahal sinyal 4G full, ins\xe2\x80\xa6 https://t.co/WblU3AdRmQ'"
2021-07-17 09:48:41,anas_erindra,Solo - Indonesia,b'RT @GNFI: 4G - Era Konten Kreatif\n\nTeknologi ini pertama kali diuji coba di Indonesia oleh Telkomsel pada 2013 bertempat di Bali. Baru dilu\xe2\x80\xa6'
2021-07-17 09:36:44,Telkomsel,Indonesia,"b'@dodddod Hai, Kak Dod. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke manu\xe2\x80\xa6 https://t.co/qksAgVqmRv'"
2021-07-17 09:32:30,dodddod,Di waktu luangmu,b'@Telkomsel kenapa jaringan di tempat kami beberapa hari ini sangat tidak stabil dari LTE langsung drop ke Edge beru\xe2\x80\xa6 https://t.co/6Cqvg5Z5wJ'
2021-07-19 16:40:02,kunaonbeb,Jabar,b'@Telkomsel Saya belum mencoba pindahkan jaringan dari otomatis ke manual dan ke otomatis lagi soalnya seperti ini s\xe2\x80\xa6 https://t.co/UOi5LijOA7'
2021-07-19 16:37:38,Telkomsel,Indonesia,"b'@kunaonbeb Hai, Kak. Maaf ya, perihal kendala gaada sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/TkKwUPlUxD'"
2021-07-19 16:18:45,Telkomsel,Indonesia,b'@sarunganwae sinyal yang tidak stabil. Apakah sudah mencoba refresh dengan cara pindahkan mode jaringan dari otomat\xe2\x80\xa6 https://t.co/qcoXzTkfZS'
2021-07-19 16:18:30,Telkomsel,Indonesia,"b'@sarunganwae Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang be\xe2\x80\xa6 https://t.co/kn99wdjcIT'"
2021-07-19 16:10:16,irawandr_,"Pekalongan, Indonesia","b'See, setiap ada keluhan daei lebih penggunanya selalu dibales dengan tamplate yang kurang lebih sama gini, bro ini\xe2\x80\xa6 https://t.co/uHUA0ilRBK'"
2021-07-19 16:08:26,Telkomsel,Indonesia,"b'@irawandr_ Hai, Kak Agi. Maaf banget ya jadi ga nyaman. Terkait keluhan sinyal yang tidak stabil. Jika sudah mencob\xe2\x80\xa6 https://t.co/HHQFW8Rp1V'"
2021-07-19 15:59:42,Telkomsel,Indonesia,"b'@destiDBL Maaf ya, Kak Desti \xf0\x9f\x98\x9f Untuk kendala sinyal, Jika sudah coba pindahin jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/7D9quQjMp8'"
2021-07-19 15:50:47,Telkomsel,Indonesia,"b'@Afrians37396330 Maaf ya, Kak Afriansyah \xf0\x9f\x98\x9f Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/VBXw01Ejtm'"
2021-07-19 15:50:39,Telkomsel,Indonesia,"b'@_kumbakarna Hai, Kak. Maaf ya :( perihal kendala jaringan. Apa sudah coba pindahkan jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/Vo2c3Dd8rx'"
2021-07-19 15:48:10,_kumbakarna,Pekanbaru - Surabaya,b'@Telkomsel jaringan bwosok dobol'
2021-07-19 15:46:19,il_gigikita,Bekasi,b'@Telkomsel Makin paraaaaah\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0 jaringan @Telkomsel'
2021-07-19 15:35:47,Telkomsel,Indonesia,"b'@badrus_MBZ Hai, Kak Badrus. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah ref\xe2\x80\xa6 https://t.co/u4eGNdjDNW'"
2021-07-19 15:28:35,Telkomsel,Indonesia,"b'@airinele Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang berbe\xe2\x80\xa6 https://t.co/MOjG43D1mQ'"
2021-07-19 15:24:18,Telkomsel,Indonesia,"b'@airinele Hai, Kak. Maaf ya. Perihal kendala sinyal. Apa Kakak sudah pindahkan jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/Zz5Kp7ws67'"
2021-07-19 15:21:20,Telkomsel,Indonesia,"b'@wildhanfajri Hai, Kak Wildhan. Maaf ya, perihal kendala jaringan. Apa sudah coba pindahkan jaringan dari otomatis\xe2\x80\xa6 https://t.co/HCBptc5d60'"
2021-07-19 15:17:41,Telkomsel,Indonesia,"b'@themilkyywayy Hai, Kak. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah refresh\xe2\x80\xa6 https://t.co/5kITRplRlJ'"
2021-07-19 15:16:55,MamankRacing15,,b'@Telkomsel ini jaringan internetnya kenapa dah?punya paket tapi kaya ga punya paket internet https://t.co/5UROXEtkFK'
2021-07-19 15:16:21,Biangkerok_27,Jepang,b'@tasfdgbi Jaringan Telkomsel ku malah bikin emosi juga.'
2021-07-19 15:14:53,tafia___,"Wonosobo, Indonesia","b'@heydearr_ Aku pake Telkomsel belinya yang 10 GB / 55 ribu, pengen ganti tapi di tempatku adanya jaringan telkomsel doang\xf0\x9f\x98\xad'"
2021-07-19 15:06:42,themilkyywayy,,"b'dear @Telkomsel kenapa jaringan Halo saya lebih lemot daripada As saya? padahal sama2 di jaringan 4G, saya ganti ke\xe2\x80\xa6 https://t.co/muLxz7tGK7'"
2021-07-19 14:59:27,miymimyohae,she / her,b'@Telkomsel kenapa jaringan telkomsel dari kemarin lama banget ya? Udah direstart segala macem tetep aja lemot parah'
2021-07-19 14:50:23,Telkomsel,Indonesia,"b'@yeontanjg Hai, Kak. Mengenai kuota lokal merupakan kuota yang hanya dapat digunakan di lokasi saat Kakak melakukan\xe2\x80\xa6 https://t.co/sd9QnOudHd'"
2021-07-19 14:47:41,Myruko_,,b'Jaringan Telkomsel di porsea benar2 parah'
2021-07-19 14:44:28,Telkomsel,Indonesia,b'@DtegoehP sinyal yang tidak stabil. Apakah sudah mencoba refresh dengan cara pindahkan mode jaringan dari otomatis\xe2\x80\xa6 https://t.co/xkYf5vwhvH'
2021-07-19 14:44:12,Telkomsel,Indonesia,"b'@DtegoehP Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang berbe\xe2\x80\xa6 https://t.co/rbbjhZOS4i'"
2021-07-19 14:42:42,Telkomsel,Indonesia,"b'@indyismaya Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan car\xe2\x80\xa6 https://t.co/gG7Erq2cPo'"
2021-07-19 14:42:14,DtegoehP,Padang west sumatra,b'Dear Telkomsel\nUdah bayar mahal paket nya jaringan jangan jelek dong @Telkomsel malu sama harga'
2021-07-19 14:35:43,Telkomsel,Indonesia,"b'@aldilachristy Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan\xe2\x80\xa6 https://t.co/exQXb9JM1v'"
2021-07-19 14:34:29,Telkomsel,Indonesia,"b'@rezkygezod Maaf ya, Kak :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara OFF-ON data\xe2\x80\xa6 https://t.co/96aGGzlP0M'"
2021-07-19 14:33:44,aldilachristy,Indonesia,"b'Woiiii @Telkomsel @telkomselflash lagi kenapa si jaringan ?\nSomething wrong ?\nLagi streaming nih, so please lah \xf0\x9f\x92\x94'"
2021-07-19 14:08:05,bagaas_hermawan,"Cilacap Utara, Indonesia",b'@Telkomsel Selamat Malam. Saya mau nanya. \nApakah jika menggunakan paket Combo Sakti MAX (Promo) kualitas/kecepatan\xe2\x80\xa6 https://t.co/oYAiedTp78'
2021-07-19 14:02:59,Telkomsel,Indonesia,"b'@coupdgraces Maaf ya, Kak Jordan \xf0\x9f\x98\x9f Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manual dan k\xe2\x80\xa6 https://t.co/379sIajff6'"
2021-07-19 13:38:21,vidio,Indonesia,b'@fransiscasc710 Untuk pengguna jaringan @telkomsel gratis akses Olimpiade di Vidio ya \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'
2021-07-19 13:29:01,Telkomsel,Indonesia,b'@mdzikrinf_ Maaf Kak Dzikri. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal\xe2\x80\xa6 https://t.co/FYbmiol5Um'
2021-07-19 13:21:52,Telkomsel,Indonesia,b'@prwittyhearts Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tet\xe2\x80\xa6 https://t.co/igY5wYj5Xy'
2021-07-19 13:12:19,Telkomsel,Indonesia,"b'@bingungdehc Duh, maaf ya Kak :( perihal sinyal ga stabil. Apa sudah coba pindahkan jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/WhMJRBHAXy'"
2021-07-19 12:55:19,Halidth,Jakarta,"b'@Telkomsel Jangankan nonton... Mau download foto di WA butuh waktu 5 menit, lebih sering error..... Woooyyyyy\xe2\x80\xa6 https://t.co/0LGFqmaoIa'"
2021-07-19 12:43:05,Telkomsel,Indonesia,"b'@meeymelani Hi, Kak Tri. Mohon infokan lebih detail kendala jaringan yang dialami, agar dapat Mimin berikan solusi\xe2\x80\xa6 https://t.co/tMkWmU9jve'"
2021-07-19 12:41:39,meeymelani,Indonesia,b'@telkomsel min jaringan lagi gangguan kah?'
2021-07-19 12:28:00,Telkomsel,Indonesia,"b'@abahkuu Hai, Kak Babah. Maaf banget ya jadi ga nyaman. Terkait keluhan sinyal yang tidak stabil. Apakah sudah menc\xe2\x80\xa6 https://t.co/4Zolw2lbRM'"
2021-07-19 12:17:10,watanabepeach13,he/him,b'@00LJNCUT Di dom aku engga soalnya dia ngikut jaringan telkomsel'
2021-07-19 12:09:46,Telkomsel,Indonesia,"b'@aquiveries Baik, Kak. Jika masih berkendala jangan sungkan hubungi mimin via DM ya Kak. dan terkait kendala intern\xe2\x80\xa6 https://t.co/CYTEZfYbYu'"
2021-07-19 12:02:12,Telkomsel,Indonesia,"b'@Halidth Hai, Kak Halid. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah refresh\xe2\x80\xa6 https://t.co/5Q9PPTs3RD'"
2021-07-19 11:37:23,dian_iyas,"Garut, Indonesia",b'RT @Telkomsel: Ini dia fakta-fakta tentang 5G yang wajib kamu tahu! Pastinya jaringan Telkomsel 5G ini yang bakal bawa sesuatu dari masa de\xe2\x80\xa6'
2021-07-19 11:34:35,Telkomsel,Indonesia,b'@adiapriliaxxii Maaf Kak Adi. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinya\xe2\x80\xa6 https://t.co/40oFx0DJSH'
2021-07-19 11:32:32,sikecilmarmut,Indonesia,"b'RT @byu_id: Jadi sultan pake by.U aja! Bebas pilih nomor dan kuota semaumu, internetan byUbas kapan aja karena pake jaringan Telkomsel~\n\nYu\xe2\x80\xa6'"
2021-07-19 11:30:13,vidio,Indonesia,"b'Atlet Surfing, Rowing, Swimming Indonesia yang akan berpartisipasi di ajang Tokyo Olympic! \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nKirim doa kalian aga\xe2\x80\xa6 https://t.co/LHgjbLSyEL'"
2021-07-19 11:09:51,Telkomsel,Indonesia,"b'@aisryuuza Maaf ya, Kak Taka \xf0\x9f\x98\x9f Untuk kendala sinyal yang dialami, Jika sudah coba pindahkan jaringan dari otomatis\xe2\x80\xa6 https://t.co/NR3Fj1a8wn'"
2021-07-19 11:07:05,Telkomsel,Indonesia,"b'@yaellahflaw Hai, Kak Flaw. Maaf ya. Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/ucPsJEFZS4'"
2021-07-19 11:06:29,iinmulyadin,Indonesia,b'@Telkomsel Respon lebih cepat.\nBosa nunggu\n\nJaringan udah mati dua bulan lebih ini'
2021-07-19 11:03:19,iinmulyadin,Indonesia,b'@Telkomsel Ini bukan masalah nomor. Tapi ini masalah jaringan'
2021-07-19 11:02:48,Telkomsel,Indonesia,"b'@iinmulyadin Baik, Kak Iin. Maaf banget ya, terkait kendala tidak ada jaringan, yuk infoin data yang diminta sebelu\xe2\x80\xa6 https://t.co/LlnirMqmWb'"
2021-07-19 10:59:13,iinmulyadin,Indonesia,b'@Telkomsel Ini bukan masalah nomor nya. Tapi ini masalah jaringan di lokasi saya ini mati total'
2021-07-19 10:57:25,Telkomsel,Indonesia,b'@iinmulyadin Maaf Kak Iin. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal t\xe2\x80\xa6 https://t.co/qwbPbZ6EN3'
2021-07-19 10:44:47,Telkomsel,Indonesia,"b'@transylvaniahat Hai, Kak. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah refre\xe2\x80\xa6 https://t.co/ff3Z2Fv46C'"
2021-07-19 10:37:22,ohyoongishi,Indonesia,"b'@ARMYTEAMIID @BTS_twt TUNGGU AKOH YOONGI, JARINGAN TRI NGADAT, BELI KUOTA YG TELKOMSEL DULU BENTAR'"
2021-07-19 10:32:13,Telkomsel,Indonesia,b'@sundaee__ Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tetap b\xe2\x80\xa6 https://t.co/tBFhq6YloL'
2021-07-19 10:30:29,Telkomsel,Indonesia,b'@SaosKec13089229 Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal t\xe2\x80\xa6 https://t.co/Y2FLNHpVSn'
2021-07-19 10:29:59,sundaee__,,"b'Hi, @Telkomsel kok jaringan km buruk sekali?\nSy mau nugas record zoom ini jgn buat sy ngamuk y lg pms'"
2021-07-19 10:28:32,SaosKec13089229,,b'@Telkomsel Jaringan nya jelek sekarang'
2021-07-19 10:18:52,Telkomsel,Indonesia,"b'@san2wae Hai, Kak. Maaf ya, perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manual dan k\xe2\x80\xa6 https://t.co/B3HLsSmFMy'"
2021-07-19 09:30:58,nqdlneox,,b'@im5ehunnieday Sulit harus tlaten ngecek.. Yg jls coba pakek kartu m3 or telkomsel jaringan kuat dan baca bismillah'
2021-07-19 09:22:00,dedearora,,"b'hadirnya layanan Telkom di daerah saya. Mulai dari telepon rumah yg saya gunakan memakai @IndiHome, Hp saya menggun\xe2\x80\xa6 https://t.co/5aZY6mqfJT'"
2021-07-19 09:08:05,Telkomsel,Indonesia,"b'@transylvaniahat Hai, Kak. Maaf ya jadi ga nyaman. Mengenai keluhan jaringan yang menyebabkan akses internet lambat\xe2\x80\xa6 https://t.co/4Y6WQ81Gsa'"
2021-07-19 09:06:54,transylvaniahat,,"b'@Telkomsel mohon info jaringan telkomsel dan telkomsel orbit untuk area sawahlunto, sumbar kok tidak stabil? Internetnya sangat lamban'"
2021-07-19 09:02:14,peachiesjyh,,b'gua nungguin jaringan telkomsel sampe ketiduran 2 jam'
2021-07-19 08:56:46,Telkomsel,Indonesia,b'@rifkyharum Maaf Kak Rifkyn. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal\xe2\x80\xa6 https://t.co/rTduuDw5Vf'
2021-07-19 08:54:10,rifkyharum,"Tasikmalaya, Jawa Barat","b'@Telkomsel Jaringannya gak stabil,dikit dikit loading,buka sosmedpun ga selancar dulu,kasang kadang tidak ada layan\xe2\x80\xa6 https://t.co/olQ9UpCdPe'"
2021-07-19 08:31:01,vidio,Indonesia,"b'@rzlmu Hai Kak, khusus pelanggan @telkomsel yang menggunakan jaringan Telkomsel dapat menyaksikan tayangan Olympics\xe2\x80\xa6 https://t.co/xkr6GGOSTH'"
2021-07-19 08:30:24,vidio,Indonesia,b'4 Hari Menuju Awal Perjuangan \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nOlimpiade Tokyo 2020 tinggal menghitung jari. Ayo kita kawal atlet-atlet Indonesi\xe2\x80\xa6 https://t.co/vtXxcXTUIX'
2021-07-19 08:17:27,Telkomsel,Indonesia,"b'@ukailovebot Hai, Kak. Maaf ya terkait kendala sinyal, apa sudah coba pindahkan mode jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/VA2dD4EUoE'"
2021-07-19 08:14:22,Telkomsel,Indonesia,"b'@rifkyharum Hi, Kak. Mohon infokan lebih detail kendala jaringan yang dialami, agar dapat Mimin berikan solusi yang\xe2\x80\xa6 https://t.co/H66JA77yJD'"
2021-07-19 07:59:33,Telkomsel,Indonesia,"b'@violetlilacss Hai, Kak. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga st\xe2\x80\xa6 https://t.co/kxmBeW6awx'"
2021-07-19 07:48:58,D_Demus,Stasiun Depok-Stasiun Sudirman,"b'Niat mau ngabisin kuota telkomsel dengan donlot2 film sebelum gw buang kartunya, eh... gw lupa jaringan telkomshit\xe2\x80\xa6 https://t.co/VmbCqvA2EU'"
2021-07-19 07:25:36,vidio,Indonesia,b'Rio Waida dan Nurul Akmal akan menjadi pembawa bendera merah putih pada Opening Ceremony Tokyo Olympic 2020 \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nNon\xe2\x80\xa6 https://t.co/aSv0dkq2vH'
2021-07-19 07:22:07,Telkomsel,Indonesia,"b'@Ahmadani2000 Hai, Kak Ahmad. Mohon maaf terkait kendala sinyal hilang kak, apakah sebelumnya sudah mencoba refresh\xe2\x80\xa6 https://t.co/u8oq2CV2CV'"
2021-07-19 07:20:16,Telkomsel,Indonesia,"b'@citraprayogo_ Hai, Kak. Maaf ya jadi ga nyaman. Mengenai keluhan jaringan yang menyebabkan akses internet lambat.\xe2\x80\xa6 https://t.co/95MPEBCpJC'"
2021-07-19 07:07:49,Telkomsel,Indonesia,"b'@Lantunan_Musik Hai, Kak. Mohon maaf terkait kendala sinyal hilang kak, apakah sebelumnya sudah mencoba refresh den\xe2\x80\xa6 https://t.co/u87gIc9voG'"
2021-07-19 07:00:08,utimutie,"Padang, Indonesia","b'@LidyaNatalia199 @Telkomsel Sering di sini tetiba hilang jaringan telkomsel onty, hilangnya lama pula. Sebel deh \xf0\x9f\x98\x91'"
2021-07-19 06:53:12,Telkomsel,Indonesia,"b'@BomWar Hai, Kak. Mohon maaf terkait kendala sinyal hilang kak, apakah sebelumnya sudah mencoba refresh dengan cara\xe2\x80\xa6 https://t.co/DTI00mS6hT'"
2021-07-19 06:50:49,Telkomsel,Indonesia,"b'@aden87 @obsesihanna @GlHindu Hai, Kak. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data la\xe2\x80\xa6 https://t.co/BHtSKhSFyg'"
2021-07-19 06:39:12,Telkomsel,Indonesia,"b'@ekanurrokhmah Hai, Kak Eka. Maaf ya terkait kendala hilang sinyal, apa sudah coba pindahkan mode jaringan dari oto\xe2\x80\xa6 https://t.co/u4eklhMHm3'"
2021-07-19 06:14:41,Telkomsel,Indonesia,"b'@ranaadiptr Hai, Kak Rana. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke\xe2\x80\xa6 https://t.co/Otd7az9NgA'"
2021-07-19 06:04:53,Telkomsel,Indonesia,"b'@RFirlandy Maaf Kak Reyhan, jadi ga nyaman. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomat\xe2\x80\xa6 https://t.co/9r49KXruzm'"
2021-07-19 04:59:18,Telkomsel,Indonesia,"b'@Gcella_ Hai, Kak Gancva. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/42JKesHECH'"
2021-07-19 04:58:31,kesahmacet,,b'@Telkomsel baru nongol min jaringannya... tadi ada setengah jam jaringan nya ilang'
2021-07-19 04:55:59,kesahmacet,,"b'@Telkomsel baru siang ini aja jaringan selular nya ilang, tadi pagi lancar...'"
2021-07-19 04:54:18,Telkomsel,Indonesia,"b'@kesahmacet Hai, Kak. Maaf ya jadi ga nyaman. Mengenai keluhan jaringan yang menyebabkan akses internet lambat. Saa\xe2\x80\xa6 https://t.co/OOSxJToQEm'"
2021-07-19 04:52:58,kesahmacet,,b'@Telkomsel ini jaringan telkomsel kenapa tidak tersedia ya sampai skrg jam 12.52 pm WITA ... lokasi bontang kaltim https://t.co/ySLnLEssdk'
2021-07-19 04:52:24,Telkomsel,Indonesia,"b'@kesahmacet Hai, Kak. Maaf kalau sinyalnya hilang\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke manual &amp; ke\xe2\x80\xa6 https://t.co/THqHx7SP40'"
2021-07-19 04:36:24,Harun30197737,,"b'@FirstMediaCares , jaringan internet masih belum stabil juga? Kita lagi PPKM kerja dirumah pakai jaringan internet\xe2\x80\xa6 https://t.co/YTeXMWjR61'"
